uid	followers_count	friends_count	statuses_count	favourites_count	listed_count	created_year	name_words	screen_name_length	description_length
202388889	0.000253261219689	0.0066930290054	0.00861248022877	0.0409038363309	0.000625600464732	0.4	0.125	0.75	0.22754491018
1392518336	0.000286002213869	0.00285136694873	0.0175342057081	0.0137914347931	0.00248005898519	0.7	0.125	0.666666666667	0.952095808383
361208576	0.000152630811105	0.00196693097302	0.00712719348111	0.00219103691158	0.000625600464732	0.5	0.25	0.416666666667	0.77245508982
1535215357	0.000568634031278	0.00831164928528	0.170977151324	0.168859623856	0.00151931541435	0.7	0.0	0.666666666667	0.137724550898
4396196375	0.000300206027521	0.00328163309908	0.0330710509154	0.0513175025636	0.00167571553053	0.9	0.0	0.833333333333	0.952095808383
17938477	7.96858020123e-05	0.00169716092637	0.00494792400935	0.0153737436583	0.00125120092946	0.2	0.25	1.0	0.239520958084
720288026681716737	1.61297544859e-05	0.000239036750193	0.00851515892932	7.1050276712e-05	0.00196617288916	1.0	0.125	0.75	0.51497005988
174004739	8.88340209745e-05	0.00641642933732	0.0512401189321	0.254987921453	0.000603257590991	0.4	0.0	0.75	0.0
53783678	0.000181760666221	0.00367775114225	0.035589580618	0.132867858007	0.0011618294345	0.3	0.25	0.5	0.700598802395
257662370	0.000184408834868	0.00469194992522	0.0174532562161	0.0180064444521	0.000647943338472	0.5	0.25	0.916666666667	0.526946107784
4795355113	6.71671865904e-05	0.00138641315112	0.000701259082942	0.000800755821322	0.000178742989923	1.0	0.25	0.916666666667	0.958083832335
1633971270	2.72039142822e-05	0.000198059021588	0.00696347540727	0.0113603631629	4.46857474808e-05	0.7	0.125	0.833333333333	0.479041916168
2803810119	1.37223284432e-05	0.00110639867232	0.00358906399649	0.0157808425411	6.70286212213e-05	0.8	0.0	0.583333333333	0.0
2244770588	0.0114205884038	0.0828159895097	0.0113311097993	0.00380791077621	0.00527291820274	0.7	0.0	0.916666666667	0.766467065868
102071251	8.28154558678e-05	0.00267038198073	0.00514256660824	0.00131539025805	0.000491543222289	0.4	0.125	0.25	0.622754491018
3358825450	8.25747132635e-05	0.000478073500386	0.00412569546073	0.0203568644169	0.0	0.9	0.0	0.75	0.11377245509
555940842	0.000103760062439	0.00140007239399	0.0385237723191	0.0236424596454	0.000111714368702	0.6	0.0	0.75	0.353293413174
2469354073	2.07038639669e-05	0.000153666482267	0.000133703093635	3.45649994815e-05	0.000268114484885	0.8	0.125	1.0	0.0
360464656	9.48525860811e-05	0.00281380403084	0.0744053168354	0.0249789729586	0.000312800232366	0.5	0.125	0.75	0.880239520958
77243076	2.1666834384e-05	0.000645399225521	0.0111746680843	7.68111099589e-06	0.000223428737404	0.3	0.25	0.75	0.305389221557
1731752761	3.611139064e-06	0.000140007239399	4.2748608169e-05	0.000117136942687	0.0	0.7	0.0	0.666666666667	0.215568862275
2330149164	0.000104241547648	0.00161179065844	0.0231806601658	0.00278632301376	0.000245771611145	0.8	0.0	0.666666666667	0.14371257485
2830586398	4.09262427254e-05	0.00135909466538	0.00107962974248	0.00134995525753	6.70286212213e-05	0.8	0.25	1.0	0.497005988024
443273019	5.29633729387e-05	0.00057710301118	0.00979852671924	0.00501384520257	2.23428737404e-05	0.5	0.125	0.666666666667	0.874251497006
2591381383	0.00142543695986	0.00596908913339	0.00301150301378	0.000345649994815	0.00806577742029	0.8	0.25	1.0	0.934131736527
1093716612	3.70743610571e-05	0.000840043436392	0.0027240868397	0.00153238164368	0.000156400116183	0.7	0.125	1.0	0.437125748503
36620392	0.000128556550678	0.00425143934272	0.029262786609	0.0099124737402	0.000670286212213	0.3	0.125	0.833333333333	0.179640718563
3437626995	4.3333668768e-06	0.000143422050116	6.00299604075e-05	2.30433329877e-05	0.0	0.9	0.0	1.0	0.131736526946
387962514	0.000129519521096	0.0129318881854	0.00123789054719	0.00573202908069	0.000201085863664	0.5	0.125	1.0	0.706586826347
2938363689	1.58890118816e-05	0.000478073500386	0.000411114274306	1.15216664938e-05	6.70286212213e-05	0.8	0.0	0.666666666667	0.958083832335
20930398	0.000250853793646	0.00515636418273	0.0714674869549	0.000906371097516	0.00323971669236	0.3	0.125	0.166666666667	0.844311377246
143697407	0.000114352737027	0.000143422050116	0.021596233029	0.0119230045434	0.000134057242443	0.4	0.125	0.583333333333	0.0
2291500309	1.4444556256e-06	0.000105859132228	7.27635883727e-06	1.92027774897e-06	0.0	0.8	0.125	0.75	0.137724550898
352663209	4.88707486662e-05	0.000539540093293	0.00953384916654	0.00423805299198	4.46857474808e-05	0.5	0.0	0.5	0.215568862275
14616266	0.000626412256302	0.0110025201303	0.0836308302962	0.0207562821887	0.00913823535983	0.2	0.0	0.75	0.952095808383
2277153890	0.000181038438409	0.00317918877757	0.00540087734697	0.00735850433407	0.00180977277297	0.8	0.125	0.666666666667	0.604790419162
455246957	8.54636245147e-05	0.00156398330841	0.00805765786743	0.0218546810611	0.000647943338472	0.6	0.0	0.25	0.910179640719
1400974436	0.000110500855358	0.00291624835235	0.00331347190552	0.00695332572903	0.000178742989923	0.7	0.125	1.0	0.455089820359
449119247	0.000153112296314	0.000997124729376	0.0373122585727	0.0727247589091	0.000849029202136	0.5	0.125	0.916666666667	0.730538922156
330816423	5.99449084624e-05	0.00204888643023	0.00817135097426	0.00510793881227	6.70286212213e-05	0.5	0.125	0.5	0.766467065868
29204608	9.43711008726e-05	0.00411143210332	0.00878347466144	0.00992207512895	0.000178742989923	0.3	0.125	0.833333333333	0.0
2733660094	3.10557959504e-05	0.00113713196877	0.000910454399514	0.00771375571763	2.23428737404e-05	0.8	0.125	0.916666666667	0.604790419162
4756963587	1.56482692773e-05	0.000143422050116	0.00246668564584	0.00867581486986	0.000111714368702	1.0	0.125	0.833333333333	0.0
22045364	7.75191185739e-05	0.000788821275637	0.00180999426077	0.00264038190484	0.000357485979847	0.3	0.125	0.666666666667	0.724550898204
4136625193	8.61858523275e-05	0.00304259634888	0.000150074901019	0.000167064164161	4.46857474808e-05	0.9	0.125	0.916666666667	0.88622754491
372046661	5.65745120027e-05	0.00494806072899	0.0106898806768	0.016767865304	0.000312800232366	0.5	0.0	0.666666666667	0.934131736527
849310634	0.000120612044738	0.00133519099036	0.0108354078536	0.0021449502456	4.46857474808e-05	0.6	0.0	0.916666666667	0.461077844311
24036997	0.000448744214353	0.00621495550502	0.0583400260676	0.000120977498185	0.00113948656076	0.3	0.125	0.416666666667	0.22754491018
1141088486	5.17596599174e-05	0.000928828515035	0.00582472524924	0.000816118043314	0.0	0.7	0.0	0.666666666667	0.0
3014684283	0.0040738463494	0.0207347306739	0.0392068405049	0.0296894142769	0.00109480081328	0.9	0.125	0.833333333333	0.359281437126
3293949957	0.000111223083171	0.000949317379338	0.0187611817171	0.0338103303262	0.000268114484885	0.9	0.0	0.833333333333	0.712574850299
727272715665690624	1.27593580261e-05	0.000191229400154	0.00105961975568	0.000783473321581	2.23428737404e-05	1.0	0.0	0.583333333333	0.706586826347
2752545437	8.47413967019e-05	0.000652228846955	0.0374013939684	0.0855406926058	0.000357485979847	0.8	0.125	0.666666666667	0.40119760479
14368656	0.000211372006546	0.00112005791519	0.0295547505073	0.0372994749961	0.000603257590991	0.2	0.125	0.25	0.0718562874251
20405419	0.000166112396944	0.00508806796839	0.0590449233299	0.00275559856978	0.000178742989923	0.3	0.125	1.0	0.706586826347
2682726528	4.40558965808e-05	0.000833213814958	0.00554276634429	0.0148687106103	4.46857474808e-05	0.8	0.0	0.416666666667	0.796407185629
717841856785088512	8.61858523275e-05	0.00319626283115	0.00423938856757	0.0135225959083	6.70286212213e-05	1.0	0.0	0.833333333333	0.251497005988
2889092479	1.17963876091e-05	0.000119518375096	0.00309609068526	0.00263654134934	0.0	0.8	0.0	0.583333333333	0.269461077844
3182191980	3.44261924102e-05	0.00304259634888	0.0527572397497	3.07244439836e-05	0.000670286212213	0.9	0.25	1.0	0.419161676647
2582869146	5.80189676283e-05	0.00361969936006	0.00255673058645	0.000399417771787	2.23428737404e-05	0.8	0.125	0.583333333333	0.0419161676647
3092469172	3.90003018912e-05	0.000604421496916	0.0123361568637	0.006555828235	0.000379828853587	0.9	0.25	0.5	0.616766467066
2826839454	3.85188166827e-06	0.00139665758327	0.000585746886401	0.00113488414964	0.000335143106106	0.8	0.0	1.0	0.670658682635
2660374267	9.62970417067e-06	0.000187814589437	0.00383646019695	0.000372533883301	0.000245771611145	0.8	0.125	0.5	0.0
261625073	0.00173912457322	0.00906973726446	0.025651893536	0.00740651127779	0.0176061845075	0.5	0.0	0.583333333333	0.221556886228
233499930	0.000760505886879	0.0100258842652	0.158289910146	3.45649994815e-05	0.00239068749022	0.5	0.125	0.833333333333	0.299401197605
2664749580	0.000119649074321	0.00432656517849	0.00299604075125	0.00755053210896	0.000580914717251	0.8	0.25	1.0	0.74251497006
106594321	1.0833417192e-05	0.000433680961064	0.00109963972928	0.000211230552387	8.93714949617e-05	0.4	0.125	0.25	0.365269461078
722573847430504448	0.000155038237148	0.00259525614495	0.0282304531989	0.0	0.0120651518198	1.0	0.125	0.75	0.263473053892
3742834517	1.95001509456e-05	0.000850287868543	0.00411296183277	0.00279784468025	0.0	0.9	0.0	0.583333333333	0.532934131737
735391716887429120	2.43150030309e-05	0.000641984414804	0.00013461263849	0.0010311891512	0.000111714368702	1.0	0.0	1.0	0.694610778443
241331375	0.000166593882153	0.0035274994707	0.0151093591256	0.00786353738205	0.000111714368702	0.5	0.25	1.0	0.473053892216
